model_file,start_utc,end_utc,tag,pnl_total_usdt,status,notes
MODELE_MASTER_BASE_20260309_220324_4H.sh,2026-03-09T22:03:24Z,2026-03-10T02:03:24Z,MASTER_BASE_V8_5_IMPACT_4H,A_VERIFIER,ARCHIVE_REFERENCE,"Modele archive avec description cycle conservee"
vide_froid_vortex_v2_collab,"","",MASTER_VORTEX_V2_COLLAB_4H,0.0000,NEUTRE,BETA=+0.0000 ALPHA=+0.0000 TOTAL=+0.0000,RAPPORT_PNL_AUTO_20260820_140516.md
vide_froid_vortex_v2_collab,"","",MASTER_VORTEX_V2_COLLAB_4H,0.0000,NEUTRE,BETA=+0.0000 ALPHA=+0.0000 TOTAL=+0.0000,RAPPORT_PNL_AUTO_20260820_140630.md
vide_froid_vortex_v2_collab,2026-08-20T14:06:39Z,2026-08-20T14:32:47Z,MASTER_VORTEX_V2_COLLAB_4H,-3.5877,NEGATIF,BETA=+0.2532 ALPHA=-3.8409 TOTAL=-3.5877,RAPPORT_PNL_AUTO_20260820_143251.md
vide_froid_vortex_v2_collab,2026-08-20T14:06:39Z,2026-08-20T14:32:47Z,MASTER_VORTEX_V2_COLLAB_4H,-3.5877,NEGATIF,BETA=+0.2532 ALPHA=-3.8409 TOTAL=-3.5877,RAPPORT_PNL_AUTO_20260820_143251.md
vide_froid_vortex_v2_collab,"","",MASTER_VORTEX_V2_COLLAB_4H,0.0000,NEUTRE,BETA=+0.0000 ALPHA=+0.0000 TOTAL=+0.0000,RAPPORT_PNL_AUTO_20260820_185037.md
vide_froid_vortex_v2_collab,2026-08-20T18:50:45Z,2026-08-20T19:13:10Z,MASTER_VORTEX_V2_COLLAB_4H,1.0889,POSITIF,BETA=+2.2137 ALPHA=-1.1247 TOTAL=+1.0889,RAPPORT_PNL_AUTO_20260820_191313.md
vide_froid_vortex_v2_collab,2026-08-20T18:50:45Z,2026-08-20T19:13:10Z,MASTER_VORTEX_V2_COLLAB_4H,1.0889,POSITIF,BETA=+2.2137 ALPHA=-1.1247 TOTAL=+1.0889,RAPPORT_PNL_AUTO_20260820_191314.md
vide_froid_vortex_v2_collab,"","",MASTER_VORTEX_V2_COLLAB_4H,0.0000,NEUTRE,BETA=+0.0000 ALPHA=+0.0000 TOTAL=+0.0000,RAPPORT_PNL_AUTO_20260820_191417.md
vide_froid_vortex_v2_collab,2026-08-20T19:14:26Z,2026-08-20T19:42:02Z,MASTER_VORTEX_V2_COLLAB_4H,4.3426,POSITIF,BETA=-0.9346 ALPHA=+5.2772 TOTAL=+4.3426,RAPPORT_PNL_AUTO_20260820_194205.md
vide_froid_vortex_v2_collab,2026-08-20T19:14:26Z,2026-08-20T19:42:02Z,MASTER_VORTEX_V2_COLLAB_4H,4.3426,POSITIF,BETA=-0.9346 ALPHA=+5.2772 TOTAL=+4.3426,RAPPORT_PNL_AUTO_20260820_194205.md
vide_froid_vortex_v2_collab,"","",MASTER_VORTEX_V2_COLLAB_4H,0.0000,NEUTRE,BETA=+0.0000 ALPHA=+0.0000 TOTAL=+0.0000,RAPPORT_PNL_AUTO_20260821_072855.md
vide_froid_vortex_v2_collab,2026-08-21T07:29:03Z,2026-08-21T07:38:55Z,MASTER_VORTEX_V2_COLLAB_4H,-5.6673,NEGATIF,BETA=+0.5325 ALPHA=-6.1998 TOTAL=-5.6673,RAPPORT_PNL_AUTO_20260821_073856.md
vide_froid_vortex_v2_collab,2026-08-21T07:29:03Z,2026-08-21T07:38:55Z,MASTER_VORTEX_V2_COLLAB_4H,-5.6673,NEGATIF,BETA=+0.5325 ALPHA=-6.1998 TOTAL=-5.6673,RAPPORT_PNL_AUTO_20260821_073857.md
vide_froid_vortex_v2_collab,"","",MASTER_VORTEX_V2_COLLAB_4H,0.0000,NEUTRE,BETA=+0.0000 ALPHA=+0.0000 TOTAL=+0.0000,RAPPORT_PNL_AUTO_20260821_073913.md
vide_froid_binance,2026-08-21T07:39:21Z,2026-08-21T07:40:18Z,MASTER_VORTEX_V2_COLLAB_4H,2.8568,POSITIF,BETA=-1.3847 ALPHA=+4.2415 TOTAL=+2.8568,RAPPORT_PNL_AUTO_20260821_074020.md
vide_froid_binance,2026-08-21T07:39:21Z,2026-08-21T07:40:18Z,MASTER_VORTEX_V2_COLLAB_4H,2.8568,POSITIF,BETA=-1.3847 ALPHA=+4.2415 TOTAL=+2.8568,RAPPORT_PNL_AUTO_20260821_074020.md
vide_froid_vortex_v2_collab,"","",MASTER_VORTEX_V2_COLLAB_4H,0.0000,NEUTRE,BETA=+0.0000 ALPHA=+0.0000 TOTAL=+0.0000,RAPPORT_PNL_AUTO_20260821_074723.md
vide_froid_binance,"","",MASTER_VORTEX_V2_COLLAB_4H,0.0000,NEUTRE,BETA=+0.0000 ALPHA=+0.0000 TOTAL=+0.0000,RAPPORT_PNL_AUTO_20260821_075037.md
vide_froid_binance,"","",MASTER_VORTEX_V2_COLLAB_4H,0.0000,NEUTRE,BETA=+0.0000 ALPHA=+0.0000 TOTAL=+0.0000,RAPPORT_PNL_AUTO_20260821_075038.md
vide_froid_vortex_v2_collab,"","",MASTER_VORTEX_V2_COLLAB_4H,0.0000,NEUTRE,BETA=+0.0000 ALPHA=+0.0000 TOTAL=+0.0000,RAPPORT_PNL_AUTO_20260821_075229.md
vide_froid_binance,2026-08-21T07:52:36Z,2026-08-21T07:52:39Z,MASTER_VORTEX_V2_COLLAB_4H,0.0000,NEUTRE,BETA=+0.0000 ALPHA=+0.0000 TOTAL=+0.0000,RAPPORT_PNL_AUTO_20260821_075736.md
vide_froid_binance,2026-08-21T07:52:36Z,2026-08-21T07:52:39Z,MASTER_VORTEX_V2_COLLAB_4H,0.0000,NEUTRE,BETA=+0.0000 ALPHA=+0.0000 TOTAL=+0.0000,RAPPORT_PNL_AUTO_20260821_075736.md
vide_froid_binance,2026-08-21T07:52:36Z,2026-08-21T07:52:39Z,MASTER_VORTEX_V2_COLLAB_4H,0.0000,NEUTRE,BETA=+0.0000 ALPHA=+0.0000 TOTAL=+0.0000,RAPPORT_PNL_AUTO_20260821_081932.md
vide_froid_binance,2026-08-21T07:52:36Z,2026-08-21T07:52:39Z,MASTER_VORTEX_V2_COLLAB_4H,0.0000,NEUTRE,BETA=+0.0000 ALPHA=+0.0000 TOTAL=+0.0000,RAPPORT_PNL_AUTO_20260821_081932.md
vide_froid_binance,2026-08-21T07:52:36Z,2026-08-21T07:52:39Z,MASTER_VORTEX_V2_COLLAB_4H,0.0000,NEUTRE,BETA=+0.0000 ALPHA=+0.0000 TOTAL=+0.0000,RAPPORT_PNL_AUTO_20260821_082546.md
vide_froid_binance,2026-08-21T07:52:36Z,2026-08-21T07:52:39Z,MASTER_VORTEX_V2_COLLAB_4H,0.0000,NEUTRE,BETA=+0.0000 ALPHA=+0.0000 TOTAL=+0.0000,RAPPORT_PNL_AUTO_20260821_082546.md
vide_froid_vortex_v2_collab,"","",MASTER_VORTEX_V2_COLLAB_4H,0.0000,NEUTRE,BETA=+0.0000 ALPHA=+0.0000 TOTAL=+0.0000,RAPPORT_PNL_AUTO_20260821_084327.md
vide_froid_vortex_v2_collab,"","",MASTER_VORTEX_V2_COLLAB_4H,0.0000,NEUTRE,BETA=+0.0000 ALPHA=+0.0000 TOTAL=+0.0000,RAPPORT_PNL_AUTO_20260821_092500.md
vide_froid_vortex_v2_collab,"","",MASTER_VORTEX_V2_COLLAB_4H,0.0000,NEUTRE,BETA=+0.0000 ALPHA=+0.0000 TOTAL=+0.0000,RAPPORT_PNL_AUTO_20260821_092500.md
vide_froid_vortex_v2_collab,"","",MASTER_VORTEX_V2_COLLAB_4H,0.0000,NEUTRE,BETA=+0.0000 ALPHA=+0.0000 TOTAL=+0.0000,RAPPORT_PNL_AUTO_20260821_092504.md
vide_froid_vortex_v2_collab,2026-08-21T09:25:13Z,2026-08-21T09:40:53Z,MASTER_VORTEX_V2_COLLAB_4H,2.6546,POSITIF,BETA=-1.1129 ALPHA=+3.7674 TOTAL=+2.6546,RAPPORT_PNL_AUTO_20260821_094055.md
vide_froid_vortex_v2_collab,2026-08-21T09:25:13Z,2026-08-21T09:40:53Z,MASTER_VORTEX_V2_COLLAB_4H,2.6546,POSITIF,BETA=-1.1129 ALPHA=+3.7674 TOTAL=+2.6546,RAPPORT_PNL_AUTO_20260821_094056.md
vide_froid_vortex_v2_collab,2026-08-21T09:25:13Z,2026-08-21T09:40:53Z,MASTER_VORTEX_V2_COLLAB_4H,2.6546,POSITIF,BETA=-1.1129 ALPHA=+3.7674 TOTAL=+2.6546,RAPPORT_PNL_AUTO_20260821_094056.md
vide_froid_vortex_v2_collab,2026-08-21T09:25:13Z,2026-08-21T09:40:53Z,MASTER_VORTEX_V2_COLLAB_4H,2.6546,POSITIF,BETA=-1.1129 ALPHA=+3.7674 TOTAL=+2.6546,RAPPORT_PNL_AUTO_20260821_094057.md
vide_froid_vortex_v2_collab,2026-08-21T09:25:13Z,2026-08-21T09:41:00Z,MASTER_VORTEX_V2_COLLAB_4H,2.6546,POSITIF,BETA=-1.1129 ALPHA=+3.7674 TOTAL=+2.6546,RAPPORT_PNL_AUTO_20260821_094103.md
vide_froid_vortex_v2_collab,2026-08-21T09:25:13Z,2026-08-21T09:41:00Z,MASTER_VORTEX_V2_COLLAB_4H,2.6546,POSITIF,BETA=-1.1129 ALPHA=+3.7674 TOTAL=+2.6546,RAPPORT_PNL_AUTO_20260821_094105.md
vide_froid_vortex_v2_collab,"","",MASTER_VORTEX_V2_COLLAB_4H,0.0000,NEUTRE,BETA=+0.0000 ALPHA=+0.0000 TOTAL=+0.0000,RAPPORT_PNL_AUTO_20260821_100810.md
vide_froid_vortex_v2_collab,2026-08-21T10:08:17Z,2026-08-21T10:37:21Z,MASTER_VORTEX_V2_COLLAB_4H,9.1124,POSITIF,BETA=+1.1297 ALPHA=+7.9826 TOTAL=+9.1124,RAPPORT_PNL_AUTO_20260821_103723.md
vide_froid_vortex_v2_collab,2026-08-21T10:08:17Z,2026-08-21T10:37:21Z,MASTER_VORTEX_V2_COLLAB_4H,9.1124,POSITIF,BETA=+1.1297 ALPHA=+7.9826 TOTAL=+9.1124,RAPPORT_PNL_AUTO_20260821_103724.md
vide_froid_vortex_v2_collab,"","",MASTER_VORTEX_V2_COLLAB_4H,0.0000,NEUTRE,BETA=+0.0000 ALPHA=+0.0000 TOTAL=+0.0000,RAPPORT_PNL_AUTO_20260821_104951.md
vide_froid_binance,2026-08-21T10:49:56Z,2026-08-21T11:00:38Z,MASTER_VORTEX_V2_COLLAB_4H,1.4148,POSITIF,BETA=-0.3150 ALPHA=+1.7298 TOTAL=+1.4148,RAPPORT_PNL_AUTO_20260821_110111.md
vide_froid_binance,2026-08-21T10:49:56Z,2026-08-21T11:00:38Z,MASTER_VORTEX_V2_COLLAB_4H,1.4148,POSITIF,BETA=-0.3150 ALPHA=+1.7298 TOTAL=+1.4148,RAPPORT_PNL_AUTO_20260821_110111.md
vide_froid_binance,2026-08-21T10:49:56Z,2026-08-21T11:00:38Z,MASTER_VORTEX_V2_COLLAB_4H,1.4148,POSITIF,BETA=-0.3150 ALPHA=+1.7298 TOTAL=+1.4148,RAPPORT_PNL_AUTO_20260821_110116.md
vide_froid_binance,2026-08-21T10:49:56Z,2026-08-21T11:00:38Z,MASTER_VORTEX_V2_COLLAB_4H,1.4148,POSITIF,BETA=-0.3150 ALPHA=+1.7298 TOTAL=+1.4148,RAPPORT_PNL_AUTO_20260821_110116.md
vide_froid_vortex_v2_collab,"","",MASTER_VORTEX_V2_COLLAB_4H,0.0000,NEUTRE,BETA=+0.0000 ALPHA=+0.0000 TOTAL=+0.0000,RAPPORT_PNL_AUTO_20260821_110448.md
vide_froid_vortex_v2_collab,2026-08-21T11:04:53Z,2026-08-21T12:02:23Z,MASTER_VORTEX_V2_COLLAB_4H,16.3631,POSITIF,BETA=+3.0040 ALPHA=+13.3590 TOTAL=+16.3631,RAPPORT_PNL_AUTO_20260821_120306.md
vide_froid_vortex_v2_collab,2026-08-21T11:04:53Z,2026-08-21T12:02:23Z,MASTER_VORTEX_V2_COLLAB_4H,16.3631,POSITIF,BETA=+3.0040 ALPHA=+13.3590 TOTAL=+16.3631,RAPPORT_PNL_AUTO_20260821_120307.md
vide_froid_vortex_v2_collab,"","",MASTER_VORTEX_V2_COLLAB_4H,0.0000,NEUTRE,BETA=+0.0000 ALPHA=+0.0000 TOTAL=+0.0000,RAPPORT_PNL_AUTO_20260821_120323.md
vide_froid_vortex_v2_collab,2026-08-21T12:03:28Z,2026-08-21T13:34:04Z,MASTER_VORTEX_V2_COLLAB_4H,-1.3360,NEGATIF,BETA=-9.9141 ALPHA=+8.5782 TOTAL=-1.3360,RAPPORT_PNL_AUTO_20260821_133407.md
vide_froid_vortex_v2_collab,2026-08-21T12:03:28Z,2026-08-21T13:34:04Z,MASTER_VORTEX_V2_COLLAB_4H,-1.3360,NEGATIF,BETA=-9.9141 ALPHA=+8.5782 TOTAL=-1.3360,RAPPORT_PNL_AUTO_20260821_133408.md
vide_froid_vortex_v2_collab,"","",MASTER_VORTEX_V2_COLLAB_4H,0.0000,NEUTRE,BETA=+0.0000 ALPHA=+0.0000 TOTAL=+0.0000,RAPPORT_PNL_AUTO_20260821_134845.md
vide_froid_vortex_v2_collab,2026-08-21T13:48:52Z,2026-08-21T17:48:43Z,MASTER_VORTEX_V2_COLLAB_4H,18.3186,POSITIF,BETA=+7.7126 ALPHA=+10.6060 TOTAL=+18.3186,RAPPORT_PNL_AUTO_20260821_174846.md
vide_froid_vortex_v2_collab,2026-08-21T13:48:52Z,2026-08-21T17:48:43Z,MASTER_VORTEX_V2_COLLAB_4H,18.3186,POSITIF,BETA=+7.7126 ALPHA=+10.6060 TOTAL=+18.3186,RAPPORT_PNL_AUTO_20260821_174847.md
vide_froid_vortex_v2_collab,"","",MASTER_VORTEX_V2_COLLAB_4H,0.0000,NEUTRE,BETA=+0.0000 ALPHA=+0.0000 TOTAL=+0.0000,RAPPORT_PNL_AUTO_20260821_192729.md
vide_froid_vortex_v2_collab,"","",MASTER_VORTEX_V2_COLLAB_4H,0.0000,NEUTRE,BETA=+0.0000 ALPHA=+0.0000 TOTAL=+0.0000,RAPPORT_PNL_AUTO_20260821_194040.md
vide_froid_vortex_v2_collab,"","",MASTER_VORTEX_V2_COLLAB_4H,0.0000,NEUTRE,BETA=+0.0000 ALPHA=+0.0000 TOTAL=+0.0000,RAPPORT_PNL_AUTO_20260821_194043.md
vide_froid_vortex_v2_collab,"","",MASTER_VORTEX_V2_COLLAB_4H,0.0000,NEUTRE,BETA=+0.0000 ALPHA=+0.0000 TOTAL=+0.0000,RAPPORT_PNL_AUTO_20260821_194054.md
vide_froid_vortex_v2_collab,2026-08-21T19:41:47Z,2026-08-21T19:44:16Z,MASTER_VORTEX_V2_COLLAB_4H,0.0000,NEUTRE,BETA=+0.0000 ALPHA=+0.0000 TOTAL=+0.0000,RAPPORT_PNL_AUTO_20260821_194417.md
vide_froid_vortex_v2_collab,2026-08-21T19:41:47Z,2026-08-21T19:44:20Z,MASTER_VORTEX_V2_COLLAB_4H,0.0000,NEUTRE,BETA=+0.0000 ALPHA=+0.0000 TOTAL=+0.0000,RAPPORT_PNL_AUTO_20260821_194420.md
vide_froid_vortex_v2_collab,2026-08-21T19:41:47Z,2026-08-21T19:44:20Z,MASTER_VORTEX_V2_COLLAB_4H,0.0000,NEUTRE,BETA=+0.0000 ALPHA=+0.0000 TOTAL=+0.0000,RAPPORT_PNL_AUTO_20260821_194421.md
vide_froid_vortex_v2_collab,2026-08-21T19:41:47Z,2026-08-21T19:44:20Z,MASTER_VORTEX_V2_COLLAB_4H,0.0000,NEUTRE,BETA=+0.0000 ALPHA=+0.0000 TOTAL=+0.0000,RAPPORT_PNL_AUTO_20260821_194425.md
vide_froid_vortex_v2_collab,2026-08-21T19:41:47Z,2026-08-21T19:44:20Z,MASTER_VORTEX_V2_COLLAB_4H,0.0000,NEUTRE,BETA=+0.0000 ALPHA=+0.0000 TOTAL=+0.0000,RAPPORT_PNL_AUTO_20260821_194427.md
vide_froid_vortex_v2_collab,2026-08-21T19:41:47Z,2026-08-21T19:44:20Z,MASTER_VORTEX_V2_COLLAB_4H,0.0000,NEUTRE,BETA=+0.0000 ALPHA=+0.0000 TOTAL=+0.0000,RAPPORT_PNL_AUTO_20260821_194429.md
vide_froid_vortex_v2_collab,"","",MASTER_VORTEX_V2_COLLAB_4H,0.0000,NEUTRE,BETA=+0.0000 ALPHA=+0.0000 TOTAL=+0.0000,RAPPORT_PNL_AUTO_20260821_194454.md
vide_froid_vortex_v2_collab,"","",MASTER_VORTEX_V2_COLLAB_4H,0.0000,NEUTRE,BETA=+0.0000 ALPHA=+0.0000 TOTAL=+0.0000,RAPPORT_PNL_AUTO_20260821_194454.md
vide_froid_vortex_v2_collab,"","",MASTER_VORTEX_V2_COLLAB_4H,0.0000,NEUTRE,BETA=+0.0000 ALPHA=+0.0000 TOTAL=+0.0000,RAPPORT_PNL_AUTO_20260821_194459.md
vide_froid_vortex_v2_collab,2026-08-21T19:45:36Z,2026-08-21T23:21:25Z,MASTER_VORTEX_V2_COLLAB_4H,20.9237,POSITIF,BETA=-16.4899 ALPHA=+37.4136 TOTAL=+20.9237,RAPPORT_PNL_AUTO_20260821_232129.md
vide_froid_vortex_v2_collab,2026-08-21T19:45:36Z,2026-08-21T23:21:25Z,MASTER_VORTEX_V2_COLLAB_4H,20.9237,POSITIF,BETA=-16.4899 ALPHA=+37.4136 TOTAL=+20.9237,RAPPORT_PNL_AUTO_20260821_232133.md
vide_froid_vortex_v2_collab,2026-08-21T19:45:36Z,2026-08-21T23:21:25Z,MASTER_VORTEX_V2_COLLAB_4H,20.9237,POSITIF,BETA=-16.4899 ALPHA=+37.4136 TOTAL=+20.9237,RAPPORT_PNL_AUTO_20260821_232136.md
vide_froid_vortex_v2_collab,2026-08-21T19:45:36Z,2026-08-21T23:21:25Z,MASTER_VORTEX_V2_COLLAB_4H,20.9237,POSITIF,BETA=-16.4899 ALPHA=+37.4136 TOTAL=+20.9237,RAPPORT_PNL_AUTO_20260821_232140.md
vide_froid_vortex_v2_collab,2026-08-21T19:45:36Z,2026-08-21T23:21:47Z,MASTER_VORTEX_V2_COLLAB_4H,22.0551,POSITIF,BETA=-16.4899 ALPHA=+38.5450 TOTAL=+22.0551,RAPPORT_PNL_AUTO_20260821_232159.md
vide_froid_vortex_v2_collab,2026-08-21T19:45:36Z,2026-08-21T23:21:47Z,MASTER_VORTEX_V2_COLLAB_4H,22.0551,POSITIF,BETA=-16.4899 ALPHA=+38.5450 TOTAL=+22.0551,RAPPORT_PNL_AUTO_20260821_232203.md
vide_froid_vortex_v2_collab,"","",MASTER_VORTEX_V2_COLLAB_4H,0.0000,NEUTRE,BETA=+0.0000 ALPHA=+0.0000 TOTAL=+0.0000,RAPPORT_PNL_AUTO_20260821_232217.md
vide_froid_vortex_v2_collab,"","",MASTER_VORTEX_V2_COLLAB_4H,0.0000,NEUTRE,BETA=+0.0000 ALPHA=+0.0000 TOTAL=+0.0000,RAPPORT_PNL_AUTO_20260821_232237.md
vide_froid_vortex_v2_collab,2026-08-21T23:22:41Z,2026-08-22T03:31:06Z,MASTER_VORTEX_V2_COLLAB_4H,11.3032,POSITIF,BETA=-4.8682 ALPHA=+16.1714 TOTAL=+11.3032,RAPPORT_PNL_AUTO_20260822_033116.md
vide_froid_vortex_v2_collab,2026-08-21T23:22:41Z,2026-08-22T03:31:06Z,MASTER_VORTEX_V2_COLLAB_4H,11.3032,POSITIF,BETA=-4.8682 ALPHA=+16.1714 TOTAL=+11.3032,RAPPORT_PNL_AUTO_20260822_033116.md
vide_froid_vortex_v2_collab,2026-08-21T23:22:41Z,2026-08-22T03:31:06Z,MASTER_VORTEX_V2_COLLAB_4H,11.3032,POSITIF,BETA=-4.8682 ALPHA=+16.1714 TOTAL=+11.3032,RAPPORT_PNL_AUTO_20260822_033120.md
vide_froid_vortex_v2_collab,2026-08-21T23:22:41Z,2026-08-22T03:31:06Z,MASTER_VORTEX_V2_COLLAB_4H,11.3032,POSITIF,BETA=-4.8682 ALPHA=+16.1714 TOTAL=+11.3032,RAPPORT_PNL_AUTO_20260822_033120.md
vide_froid_vortex_v2_collab,"","",MASTER_VORTEX_V2_COLLAB_4H,0.0000,NEUTRE,BETA=+0.0000 ALPHA=+0.0000 TOTAL=+0.0000,RAPPORT_PNL_AUTO_20260822_033147.md
vide_froid_vortex_v2_collab,2026-08-22T03:32:20Z,2026-08-22T07:31:56Z,MASTER_VORTEX_V2_COLLAB_4H,-2.4981,NEGATIF,BETA=+5.9114 ALPHA=-8.4095 TOTAL=-2.4981,RAPPORT_PNL_AUTO_20260822_073203.md
vide_froid_vortex_v2_collab,2026-08-22T03:32:20Z,2026-08-22T07:31:56Z,MASTER_VORTEX_V2_COLLAB_4H,-2.4981,NEGATIF,BETA=+5.9114 ALPHA=-8.4095 TOTAL=-2.4981,RAPPORT_PNL_AUTO_20260822_073205.md
vide_froid_vortex_v2_collab,"","",MASTER_VORTEX_V2_COLLAB_4H,0.0000,NEUTRE,BETA=+0.0000 ALPHA=+0.0000 TOTAL=+0.0000,RAPPORT_PNL_AUTO_20260822_073234.md
vide_froid_vortex_v2_collab,2026-08-22T07:33:00Z,2026-08-22T11:32:46Z,MASTER_VORTEX_V2_COLLAB_4H,-2.3523,NEGATIF,BETA=+0.0114 ALPHA=-2.3637 TOTAL=-2.3523,RAPPORT_PNL_AUTO_20260822_113253.md
vide_froid_vortex_v2_collab,2026-08-22T07:33:00Z,2026-08-22T11:32:46Z,MASTER_VORTEX_V2_COLLAB_4H,-2.3523,NEGATIF,BETA=+0.0114 ALPHA=-2.3637 TOTAL=-2.3523,RAPPORT_PNL_AUTO_20260822_113256.md
vide_froid_vortex_v2_collab,"","",MASTER_VORTEX_V2_COLLAB_4H,0.0000,NEUTRE,BETA=+0.0000 ALPHA=+0.0000 TOTAL=+0.0000,RAPPORT_PNL_AUTO_20260822_113326.md
vide_froid_vortex_v2_collab,2026-08-22T11:34:06Z,2026-08-22T12:56:02Z,MASTER_VORTEX_V2_COLLAB_4H,4.4305,POSITIF,BETA=-0.1959 ALPHA=+4.6264 TOTAL=+4.4305,RAPPORT_PNL_AUTO_20260822_125618.md
vide_froid_vortex_v2_collab,2026-08-22T11:34:06Z,2026-08-22T12:56:02Z,MASTER_VORTEX_V2_COLLAB_4H,4.4305,POSITIF,BETA=-0.1959 ALPHA=+4.6264 TOTAL=+4.4305,RAPPORT_PNL_AUTO_20260822_125622.md
vide_froid_vortex_v2_collab,"","",MASTER_VORTEX_V2_COLLAB_4H,0.0000,NEUTRE,BETA=+0.0000 ALPHA=+0.0000 TOTAL=+0.0000,RAPPORT_PNL_AUTO_20260822_153941.md
vide_froid_vortex_v2_collab,2026-08-22T15:40:29Z,2026-08-22T15:40:29Z,MASTER_VORTEX_V2_COLLAB_4H,0.0000,NEUTRE,BETA=+0.0000 ALPHA=+0.0000 TOTAL=+0.0000,RAPPORT_PNL_AUTO_20260822_154242.md
vide_froid_vortex_v2_collab,2026-08-22T15:40:29Z,2026-08-22T15:40:29Z,MASTER_VORTEX_V2_COLLAB_4H,0.0000,NEUTRE,BETA=+0.0000 ALPHA=+0.0000 TOTAL=+0.0000,RAPPORT_PNL_AUTO_20260822_154248.md
vide_froid_vortex_v2_collab,"","",MASTER_VORTEX_V2_COLLAB_4H,0.0000,NEUTRE,BETA=+0.0000 ALPHA=+0.0000 TOTAL=+0.0000,RAPPORT_PNL_AUTO_20260822_154325.md
vide_froid_vortex_v2_collab,"","",MASTER_VORTEX_V2_COLLAB_4H,0.0000,NEUTRE,BETA=+0.0000 ALPHA=+0.0000 TOTAL=+0.0000,RAPPORT_PNL_AUTO_20260822_154329.md
vide_froid_vortex_v2_collab,"","",MASTER_VORTEX_V2_COLLAB_4H,0.0000,NEUTRE,BETA=+0.0000 ALPHA=+0.0000 TOTAL=+0.0000,RAPPORT_PNL_AUTO_20260822_154416.md
vide_froid_vortex_v2_collab,2026-08-22T15:44:53Z,2026-08-22T19:12:57Z,MASTER_VORTEX_V2_COLLAB_4H,1.2674,POSITIF,BETA=-0.7378 ALPHA=+2.0052 TOTAL=+1.2674,RAPPORT_PNL_AUTO_20260822_191315.md
vide_froid_vortex_v2_collab,2026-08-22T15:44:53Z,2026-08-22T19:12:57Z,MASTER_VORTEX_V2_COLLAB_4H,1.2674,POSITIF,BETA=-0.7378 ALPHA=+2.0052 TOTAL=+1.2674,RAPPORT_PNL_AUTO_20260822_191325.md
